estimate_source,estimated_heading_deg,estimated_x_m,estimated_y_m,estimated_z_m,fallback_reason,fitness,fitness_improvement_m,fitness_reference,fitness_reference_point_count,fitness_reference_spacing_m,heading_error_deg,overlap,preservation_reason,ransac_rejected_outlier,runtime_s,site,stage_to_dem_vertical_offset_m,status,truth_x_m,truth_y_m,truth_z_m,truth_z_stage_m,xy_error_m,z_error_m
ransac,119.92593305100681,-266.9979832028914,1208.0410178075872,-1895.6336248517036,,-0.2661131057961485,0.05367046363562861,raw_lidar_xy_decimated,8422,0.5,1.311764597665558,1.0,,False,0.6997010099985346,2261,-1899.828,solution,-268.9704290931196,1203.7551784808422,-1895.6953087366937,4.132691263306295,4.717940390101573,0.0616838849900887
darces,116.49799938848028,-273.0511742704894,1207.8860482706723,-1895.5859760344028,,-0.2174334160070424,-0.04133308626357318,raw_lidar_xy_decimated,7990,0.5,3.329597510828137,1.0,RANSAC terrain fitness improvement was below threshold,False,0.6851011359976837,2265,-1899.828,solution,-271.0020759518388,1207.2641505734873,-1895.6470909677862,4.180909032213705,2.1413922259270577,0.061114933383350944
ransac,115.6538466019188,-280.0387503847948,1247.3840723875826,-1895.2333360165358,,-0.23790866311205255,0.1447615620875502,raw_lidar_xy_decimated,9156,0.5,1.851145664010545,1.0,,False,1.1583301070022571,2305,-1899.828,solution,-283.6537191957054,1244.9459127996781,-1895.3966027334056,4.431397266594265,4.360346509160326,0.16326671686988448
darces,119.18703449533287,-287.0223817852667,1249.5274008195877,-1895.1215785741806,,-0.1474804946425539,-0.019937775807132796,raw_lidar_xy_decimated,9794,0.5,0.4927763988889069,1.0,RANSAC terrain fitness improvement was below threshold,False,1.483035061002738,2312,-1899.828,solution,-287.2062096569232,1251.0589497774226,-1895.2452355538003,4.582764446199777,1.5425417001310202,0.1236569796196818
darces,117.00858522096044,-285.73357229432673,1250.9806184794284,-1894.9996454715729,,-0.2106270873662004,-0.09387158220594888,raw_lidar_xy_decimated,9198,0.5,1.8378630578029629,1.0,RANSAC terrain fitness improvement was below threshold,False,1.7396103369974298,2314,-1899.828,solution,-288.2097192444956,1252.839711459037,-1895.1623498139063,4.665650186093648,3.096373754193921,0.16270434233342712
ransac,115.27016011471773,-286.4090911906886,1254.1338211101545,-1895.0243499428034,,-0.2160411309484637,0.05761883747896443,raw_lidar_xy_decimated,11445,0.5,3.2541018533470947,1.0,,False,1.5315148459994816,2315,-1899.828,solution,-288.7090173735028,1253.7370503077582,-1895.1119347759984,4.71606522400161,2.333899637094162,0.08758483319502375
darces,119.68104128888523,-319.577728064954,1316.8382159800105,-1894.3250165581703,,-0.13641738736795775,-0.13453304541443709,raw_lidar_xy_decimated,5416,0.5,0.8147358482575555,1.0,RANSAC terrain fitness improvement was below threshold,False,0.12827235400254722,2384,-1899.828,solution,-319.0727281733838,1315.8246956663638,-1894.4144250894456,5.4135749105544635,1.1323640389293863,0.08940853127523951
darces,112.52696012870126,-339.73187248306755,1354.981748618652,-1893.4930388331413,,-0.09994697376077284,0.006135965338799454,raw_lidar_xy_decimated,4208,0.5,0.09679354580521249,1.0,RANSAC terrain fitness improvement was below threshold,False,0.017383690999849932,2428,-1899.828,solution,-338.9284120321419,1355.8628724208957,-1893.5599329529898,6.268067047010194,1.1924461627603016,0.06689411984848448
ransac,115.60567206265473,-339.6130755641515,1356.1200071354817,-1893.5172941088676,,-0.08221557023386006,0.09135125545476261,raw_lidar_xy_decimated,4554,0.5,1.1985441991984658,1.0,,False,0.030016858003364177,2429,-1899.828,solution,-339.3455263245622,1356.7953370050918,-1893.5064661572949,6.321533842705193,0.7263972937672617,0.010827951572764505
darces,107.91206840874777,-348.7747228111087,1376.108432733507,-1892.145466685295,,-0.07439793757100309,-0.023371238844692402,raw_lidar_xy_decimated,6422,0.5,1.405816209562147,1.0,RANSAC terrain fitness improvement was below threshold,False,0.05596802899890463,2452,-1899.828,solution,-350.1946481825175,1377.3853329419646,-1892.2172816133561,7.610718386643936,1.909623576187075,0.07181492806103051
darces,120.3109438386582,87.11364462272248,1355.6105858695223,-1902.160543680191,,-0.4782096832357409,-0.02214592852749747,raw_lidar_xy_decimated,5511,0.5,3.916407653453689,1.0,RANSAC terrain fitness improvement was below threshold,False,0.008565894000639673,2472,-1899.828,solution,-360.5715103970646,1394.6942314831288,-1891.8796351513959,7.948364848604207,449.38794974892323,10.28090852879518
darces,122.70218577905393,122.53645608932388,1120.685635013851,-1900.7981269955635,,-0.5517588512959073,-0.008166482088046711,raw_lidar_xy_decimated,5447,0.5,1.3808891915358004,1.0,RANSAC terrain fitness improvement was below threshold,False,0.008700673999555875,2505,-1899.828,solution,-380.2226954846191,1421.7974106850872,-1892.354488702779,7.473511297221079,586.0333317647008,8.443638292784499
none,,,,,DARCES has no pose estimate,,,,,,,,,,,2509,,darces_unavailable,,,,,,
darces,101.83315528767021,-387.20370896033,1429.4965110279645,-1893.1804504394531,,-0.14888969614041053,-0.09168820362762889,raw_lidar_xy_decimated,5466,0.5,1.860397177601186,1.0,RANSAC terrain fitness improvement was below threshold,False,0.009290326001064386,2516,-1899.828,solution,-385.3497710441015,1431.616807466531,-1893.18713031691,6.640869683089992,2.8165125216529527,0.006679877456917893
darces,86.8192044704185,-385.2305138771705,1457.511338902008,-1893.5672083497047,,-0.14243634505176148,-0.033340732498622544,raw_lidar_xy_decimated,6305,0.5,0.4395805241411779,1.0,RANSAC terrain fitness improvement was below threshold,False,0.035168176000297535,2540,-1899.828,solution,-385.8628944997655,1455.7960982186164,-1893.493160618947,6.334839381052846,1.8281017077272481,0.0740477307576839
darces,95.83556755169472,-386.28243571399315,1455.4050813842925,-1893.5179508924484,,-0.08614716166161804,-0.012210034072661247,raw_lidar_xy_decimated,6205,0.5,1.5795681162544497,1.0,RANSAC terrain fitness improvement was below threshold,False,0.003935385000659153,2542,-1899.828,solution,-385.98026518064256,1457.8286909876535,-1893.5316127698031,6.296387230196764,2.4423739559553628,0.01366187735470703
darces,120.20145995182911,84.13573910434737,1509.735767086125,-1904.649111032486,,-0.4951424406957388,0.006280476154594927,raw_lidar_xy_decimated,7093,0.5,0.47706096474934157,1.0,RANSAC terrain fitness improvement was below threshold,False,0.14884900000106427,2628,-1899.828,solution,-425.88560249621645,1534.4642180684048,-1896.1491665788112,3.6788334211888034,510.6204707765074,8.499944453674743
darces,116.41960033621214,-446.128496337932,1550.4241330587433,-1896.4500171244144,,-0.30151833818999296,-0.028196802508647367,raw_lidar_xy_decimated,5044,0.5,4.280779920797471,1.0,RANSAC terrain fitness improvement was below threshold,False,0.03703561600195826,2655,-1899.828,solution,-439.7459854522487,1558.07435549324,-1896.4484830155789,3.3795169844211297,9.963049156916938,0.0015341088355853572
darces,113.27082302378628,-464.33660776801946,1604.1674395255377,-1897.4316938519478,,-0.08726264365549984,-0.0519331188773441,raw_lidar_xy_decimated,6083,0.5,0.3575684933859691,1.0,RANSAC terrain fitness improvement was below threshold,False,0.2074701230012579,2709,-1899.828,solution,-465.3002169869732,1606.5496658232137,-1897.4487272182982,2.3792727817017023,2.5697363405983196,0.01703336635046071
darces,123.65040948311466,-466.7768701887517,1608.470893095593,-1897.3253380656242,,-0.07581929177904197,-0.03271607552445478,raw_lidar_xy_decimated,9347,0.5,1.053729274698867,1.0,RANSAC terrain fitness improvement was below threshold,False,0.5822777430003043,2712,-1899.828,solution,-466.83444254858233,1609.1830733592692,-1897.2731901123248,2.5548098876751215,0.7145035371405066,0.05214795329948174
darces,129.22477749061147,-480.09105906892023,1625.8481882355231,-1898.1083877682686,,-0.1494820662051683,-0.10085164414237596,raw_lidar_xy_decimated,5912,0.5,4.024435301758103,1.0,RANSAC terrain fitness improvement was below threshold,False,0.530247958999098,2733,-1899.828,solution,-480.8593149685454,1625.1912362900575,-1898.1149870089139,1.7130129910859864,1.0108427107913034,0.006599240645300597
ransac,120.5074162107377,-490.6931438449493,1644.5161401275363,-1898.973692342639,,-0.32199716083349883,0.020885492372965497,raw_lidar_xy_decimated,7597,0.5,0.9277786433173674,1.0,,False,3.2429403990026913,2754,-1899.828,solution,-492.2146623209154,1643.3237126748259,-1898.5834928918644,1.2445071081357157,1.9331067489106348,0.3901994507746167
darces,127.38490958237897,-535.4243334825355,1702.2305284579804,-1899.5856750011444,,-0.11031423370215462,-0.05915020090849579,raw_lidar_xy_decimated,9572,0.5,0.547772263821912,1.0,RANSAC terrain fitness improvement was below threshold,False,0.3049855569988722,2826,-1899.828,solution,-536.8756904640351,1701.0639301327205,-1899.6423308592102,0.18566914078971516,1.8620925702678242,0.05665585806582385
darces,132.6785635135915,-563.3356210933581,1729.4125758237042,-1900.236277937889,,-0.0536178779674864,-0.06070360908696574,raw_lidar_xy_decimated,7729,0.5,0.5399601655128095,1.0,RANSAC terrain fitness improvement was below threshold,False,0.06893597399903229,2865,-1899.828,solution,-563.6007434309704,1730.3650537131975,-1900.2287566801813,-0.40075668018120464,0.9886880113942648,0.00752125770782186
darces,147.6390101931581,-577.2324905614439,1739.7488996138177,-1900.0981357097626,,-0.13202276902004748,-0.11671351410197259,raw_lidar_xy_decimated,6753,0.5,0.481818509896101,1.0,RANSAC terrain fitness improvement was below threshold,False,0.03461643400078174,2883,-1899.828,solution,-577.5666633591868,1742.0506611052572,-1900.1574676341638,-0.32946763416391084,2.3258928226006184,0.059331924401249125
ransac,145.55409466075685,-581.0778566439221,1745.4751177453988,-1900.0530533492565,,-0.11598185941841846,0.042203838639541025,raw_lidar_xy_decimated,6620,0.5,0.21597034848130647,1.0,,False,0.06285063199902652,2891,-1899.828,solution,-584.3206537043836,1746.6824815333828,-1900.149288929996,-0.3212889299959666,3.460268788963167,0.0962355807394033
